     date              t_sum        Kp       ap        D
 26.12.2014            22.5       2.667         12           1
 27.12.2014             1.5       3.333         18           1
 27.12.2014             4.5           2          7           1
 27.12.2014             7.5       1.333          5           1
 27.12.2014            10.5       1.667          6           1
 27.12.2014            13.5       1.667          6           1
 27.12.2014            16.5           1          4           1
 27.12.2014            19.5       0.333          2           1
 27.12.2014            22.5       0.333          2           1
 28.12.2014             1.5       2.333          9           1
 28.12.2014             4.5           2          7           1
 28.12.2014             7.5       1.333          5           1
 28.12.2014            10.5       1.333          5           1
 28.12.2014            13.5       1.333          5           1
 28.12.2014            16.5       1.667          6           1
 28.12.2014            19.5       3.667         22           1
 28.12.2014            22.5       2.333          9           1
 29.12.2014             1.5           2          7           1
 29.12.2014             4.5           3         15           1
 29.12.2014             7.5       2.333          9           1
 29.12.2014            10.5       3.333         18           1
 29.12.2014            13.5       3.667         22           1
 29.12.2014            16.5       4.667         39           1
 29.12.2014            19.5       3.333         18           1
 29.12.2014            22.5       4.667         39           1
 30.12.2014             1.5           3         15           1
 30.12.2014             4.5           4         27           1
 30.12.2014             7.5       3.667         22           1
 30.12.2014            10.5           2          7           1
 30.12.2014            13.5           3         15           1
 30.12.2014            16.5       2.667         12           1
 30.12.2014            19.5       2.667         12           1
 30.12.2014            22.5       2.333          9           1
 31.12.2014             1.5       1.333          5           1
 31.12.2014             4.5       2.333          9           1
 31.12.2014             7.5       1.333          5           1
 31.12.2014            10.5       1.667          6           1
 31.12.2014            13.5           2          7           1
 31.12.2014            16.5       3.333         18           1
 31.12.2014            19.5       1.333          5           1
 31.12.2014            22.5       1.667          6           1
 01.01.2015             1.5       2.333          9           1
 01.01.2015             4.5           1          4           1
 01.01.2015             7.5           1          4           1
 01.01.2015            10.5           1          4           1
 01.01.2015            13.5       1.333          5           1
 01.01.2015            16.5       1.333          5           1
 01.01.2015            19.5       1.667          6           1
 01.01.2015            22.5       2.333          9           1
 02.01.2015             1.5           3         15           1
 02.01.2015             4.5           1          4           1
 02.01.2015             7.5       1.333          5           1
 02.01.2015            10.5       1.667          6           1
 02.01.2015            13.5       2.333          9           1
 02.01.2015            16.5       2.333          9           1
 02.01.2015            19.5           3         15           1
 02.01.2015            22.5           4         27           1
 03.01.2015             1.5       4.667         39           1
 03.01.2015             4.5           3         15           1
 03.01.2015             7.5       2.333          9           1
 03.01.2015            10.5           3         15           1
 03.01.2015            13.5       2.667         12           1
 03.01.2015            16.5           1          4           1
 03.01.2015            19.5       1.333          5           1
 03.01.2015            22.5           0          0           1
 04.01.2015             1.5       0.667          3           1
 04.01.2015             4.5           1          4           1
 04.01.2015             7.5           2          7           1
 04.01.2015            10.5       3.333         18           1
 04.01.2015            13.5       3.667         22           1
 04.01.2015            16.5           5         48           1
 04.01.2015            19.5       3.333         18           1
 04.01.2015            22.5           4         27           1
 05.01.2015             1.5       5.333         56           1
 05.01.2015             4.5           3         15           1
 05.01.2015             7.5       2.333          9           1
 05.01.2015            10.5       1.667          6           1
 05.01.2015            13.5           2          7           1
 05.01.2015            16.5       1.667          6           1
 05.01.2015            19.5       2.333          9           1
 05.01.2015            22.5           3         15           1
 06.01.2015             1.5           2          7           1
 06.01.2015             4.5           3         15           1
 06.01.2015             7.5       3.333         18           1
 06.01.2015            10.5       3.667         22           1
 06.01.2015            13.5           2          7           1
 06.01.2015            16.5           3         15           1
 06.01.2015            19.5       2.667         12           1
 06.01.2015            22.5           1          4           1
 07.01.2015             1.5       2.333          9           1
 07.01.2015             4.5       1.667          6           1
 07.01.2015             7.5           6         80           1
 07.01.2015            10.5       6.333         94           1
 07.01.2015            13.5           4         27           1
 07.01.2015            16.5       2.333          9           1
 07.01.2015            19.5           2          7           1
 07.01.2015            22.5       3.333         18           1
 08.01.2015             1.5       3.667         22           1
 08.01.2015             4.5           4         27           1
 08.01.2015             7.5       2.667         12           1
 08.01.2015            10.5           2          7           1
 08.01.2015            13.5       2.333          9           1
 08.01.2015            16.5       1.667          6           1
 08.01.2015            19.5       1.667          6           1
 08.01.2015            22.5       2.667         12           1
 09.01.2015             1.5           2          7           1
 09.01.2015             4.5       1.667          6           1
 09.01.2015             7.5       2.333          9           1
 09.01.2015            10.5       1.667          6           1
 09.01.2015            13.5           2          7           1
 09.01.2015            16.5       1.333          5           1
 09.01.2015            19.5           1          4           1
 09.01.2015            22.5           2          7           1
 10.01.2015             1.5       2.333          9           1
 10.01.2015             4.5       3.333         18           1
 10.01.2015             7.5       1.333          5           1
 10.01.2015            10.5           2          7           1
 10.01.2015            13.5       2.333          9           1
 10.01.2015            16.5       3.333         18           1
 10.01.2015            19.5           1          4           1
 10.01.2015            22.5       0.667          3           1
 11.01.2015             1.5           3         15           1
 11.01.2015             4.5       2.333          9           1
 11.01.2015             7.5           3         15           1
 11.01.2015            10.5           2          7           1
 11.01.2015            13.5       2.333          9           1
 11.01.2015            16.5           1          4           1
 11.01.2015            19.5           2          7           1
 11.01.2015            22.5       2.667         12           1
 12.01.2015             1.5       0.333          2           1
 12.01.2015             4.5       1.333          5           1
 12.01.2015             7.5       1.333          5           1
 12.01.2015            10.5       1.667          6           1
 12.01.2015            13.5       2.667         12           1
 12.01.2015            16.5       2.333          9           1
 12.01.2015            19.5       2.333          9           1
 12.01.2015            22.5           2          7           1
 13.01.2015             1.5       1.667          6           1
 13.01.2015             4.5       1.667          6           1
 13.01.2015             7.5           1          4           1
 13.01.2015            10.5       1.333          5           1
 13.01.2015            13.5       2.667         12           1
 13.01.2015            16.5       2.667         12           1
 13.01.2015            19.5           2          7           1
 13.01.2015            22.5           2          7           1
 14.01.2015             1.5           2          7           1
 14.01.2015             4.5       0.667          3           1
 14.01.2015             7.5           1          4           1
 14.01.2015            10.5       1.667          6           1
 14.01.2015            13.5       2.667         12           1
 14.01.2015            16.5       1.333          5           1
 14.01.2015            19.5       1.667          6           1
 14.01.2015            22.5           1          4           1
 15.01.2015             1.5       0.333          2           1
 15.01.2015             4.5       0.667          3           1
 15.01.2015             7.5       1.333          5           1
 15.01.2015            10.5       1.333          5           1
 15.01.2015            13.5           3         15           1
 15.01.2015            16.5       1.667          6           1
 15.01.2015            19.5       0.333          2           1
 15.01.2015            22.5       0.333          2           1
 16.01.2015             1.5       1.333          5           1
 16.01.2015             4.5           3         15           1
 16.01.2015             7.5           2          7           1
 16.01.2015            10.5       1.333          5           1
 16.01.2015            13.5           2          7           1
 16.01.2015            16.5           1          4           1
 16.01.2015            19.5       1.667          6           1
 16.01.2015            22.5           1          4           1
 17.01.2015             1.5       2.667         12           1
 17.01.2015             4.5           3         15           1
 17.01.2015             7.5       0.667          3           1
 17.01.2015            10.5       1.667          6           1
 17.01.2015            13.5       1.333          5           1
 17.01.2015            16.5           0          0           1
 17.01.2015            19.5       0.333          2           1
 17.01.2015            22.5       1.667          6           1
 18.01.2015             1.5       0.333          2           1
 18.01.2015             4.5       0.333          2           1
 18.01.2015             7.5           0          0           1
 18.01.2015            10.5       0.667          3           1
 18.01.2015            13.5       1.333          5           1
 18.01.2015            16.5           1          4           1
 18.01.2015            19.5           1          4           1
 18.01.2015            22.5       2.333          9           1
 19.01.2015             1.5       2.333          9           1
 19.01.2015             4.5       0.333          2           1
 19.01.2015             7.5           0          0           1
 19.01.2015            10.5       0.667          3           1
 19.01.2015            13.5       0.667          3           1
 19.01.2015            16.5       0.667          3           1
 19.01.2015            19.5           1          4           1
 19.01.2015            22.5           2          7           1
 20.01.2015             1.5           1          4           1
 20.01.2015             4.5           0          0           1
 20.01.2015             7.5           1          4           1
 20.01.2015            10.5       1.333          5           1
 20.01.2015            13.5       0.333          2           1
 20.01.2015            16.5           0          0           1
 20.01.2015            19.5           0          0           1
 20.01.2015            22.5       0.333          2           1
 21.01.2015             1.5       1.333          5           1
 21.01.2015             4.5           2          7           1
 21.01.2015             7.5       1.667          6           1
 21.01.2015            10.5       1.333          5           1
 21.01.2015            13.5           2          7           1
 21.01.2015            16.5       3.667         22           1
 21.01.2015            19.5       3.333         18           1
 21.01.2015            22.5           3         15           1
 22.01.2015             1.5       3.667         22           1
 22.01.2015             4.5           3         15           1
 22.01.2015             7.5       1.667          6           1
 22.01.2015            10.5           3         15           1
 22.01.2015            13.5           3         15           1
 22.01.2015            16.5       1.333          5           1
 22.01.2015            19.5       2.333          9           1
 22.01.2015            22.5           2          7           1
 23.01.2015             1.5       2.667         12           1
 23.01.2015             4.5           3         15           1
 23.01.2015             7.5           2          7           1
 23.01.2015            10.5           2          7           1
 23.01.2015            13.5           2          7           1
 23.01.2015            16.5           2          7           1
 23.01.2015            19.5       1.667          6           1
 23.01.2015            22.5       0.667          3           1
 24.01.2015             1.5       0.333          2           1
 24.01.2015             4.5           1          4           1
 24.01.2015             7.5           1          4           1
 24.01.2015            10.5           1          4           1
 24.01.2015            13.5       1.667          6           1
 24.01.2015            16.5       1.667          6           1
 24.01.2015            19.5       2.333          9           1
 24.01.2015            22.5       2.333          9           1
 25.01.2015             1.5           1          4           1
 25.01.2015             4.5       1.667          6           1
 25.01.2015             7.5       0.667          3           1
 25.01.2015            10.5       0.667          3           1
 25.01.2015            13.5           1          4           1
 25.01.2015            16.5           1          4           1
 25.01.2015            19.5       1.333          5           1
 25.01.2015            22.5       2.667         12           1
 26.01.2015             1.5       3.333         18           1
 26.01.2015             4.5           3         15           1
 26.01.2015             7.5       3.333         18           1
 26.01.2015            10.5           4         27           1
 26.01.2015            13.5       2.667         12           1
 26.01.2015            16.5           3         15           1
 26.01.2015            19.5       2.333          9           1
 26.01.2015            22.5           2          7           1
 27.01.2015             1.5           3         15           1
 27.01.2015             4.5       2.667         12           1
 27.01.2015             7.5           3         15           1
 27.01.2015            10.5           2          7           1
 27.01.2015            13.5       1.667          6           1
 27.01.2015            16.5       2.333          9           1
 27.01.2015            19.5       2.333          9           1
 27.01.2015            22.5       3.333         18           1
 28.01.2015             1.5       2.667         12           1
 28.01.2015             4.5           2          7           1
 28.01.2015             7.5           3         15           1
 28.01.2015            10.5       2.333          9           1
 28.01.2015            13.5           1          4           1
 28.01.2015            16.5       0.667          3           1
 28.01.2015            19.5       0.333          2           1
 28.01.2015            22.5       1.333          5           1
 29.01.2015             1.5           2          7           1
 29.01.2015             4.5       0.667          3           1
 29.01.2015             7.5       0.667          3           1
 29.01.2015            10.5       1.667          6           1
 29.01.2015            13.5       1.667          6           1
 29.01.2015            16.5           2          7           1
 29.01.2015            19.5       3.667         22           1
 29.01.2015            22.5       2.667         12           1
 30.01.2015             1.5       2.333          9           1
 30.01.2015             4.5       2.667         12           1
 30.01.2015             7.5           2          7           1
 30.01.2015            10.5           1          4           1
 30.01.2015            13.5           1          4           1
 30.01.2015            16.5       1.667          6           1
 30.01.2015            19.5       3.333         18           1
 30.01.2015            22.5           3         15           1
 31.01.2015             1.5       1.333          5           1
 31.01.2015             4.5       2.333          9           1
 31.01.2015             7.5       1.333          5           1
 31.01.2015            10.5       1.333          5           1
 31.01.2015            13.5       1.667          6           1
 31.01.2015            16.5       2.333          9           1
 31.01.2015            19.5       2.333          9           1
 31.01.2015            22.5       3.667         22           1
 01.02.2015             1.5           4         27           1
 01.02.2015             4.5       2.667         12           1
 01.02.2015             7.5           3         15           1
 01.02.2015            10.5           2          7           1
 01.02.2015            13.5           2          7           1
 01.02.2015            16.5           3         15           1
 01.02.2015            19.5       4.333         32           1
 01.02.2015            22.5           5         48           1
 02.02.2015             1.5           5         48           1
 02.02.2015             4.5       4.667         39           1
 02.02.2015             7.5           4         27           1
 02.02.2015            10.5       3.667         22           1
 02.02.2015            13.5           3         15           1
 02.02.2015            16.5       3.667         22           1
 02.02.2015            19.5           4         27           1
 02.02.2015            22.5           3         15           1
 03.02.2015             1.5           4         27           1
 03.02.2015             4.5           4         27           1
 03.02.2015             7.5       2.667         12           1
 03.02.2015            10.5       2.333          9           1
 03.02.2015            13.5       2.667         12           1
 03.02.2015            16.5           3         15           1
 03.02.2015            19.5       2.333          9           1
 03.02.2015            22.5           3         15           1
 04.02.2015             1.5       2.333          9           1
 04.02.2015             4.5       1.667          6           1
 04.02.2015             7.5           1          4           1
 04.02.2015            10.5       1.667          6           1
 04.02.2015            13.5       2.667         12           1
 04.02.2015            16.5           3         15           1
 04.02.2015            19.5       1.333          5           1
 04.02.2015            22.5       1.333          5           1
 05.02.2015             1.5       1.667          6           1
 05.02.2015             4.5           3         15           1
 05.02.2015             7.5       1.333          5           1
 05.02.2015            10.5       2.333          9           1
 05.02.2015            13.5       3.333         18           1
 05.02.2015            16.5       3.333         18           1
 05.02.2015            19.5       2.667         12           1
 05.02.2015            22.5       2.333          9           1
 06.02.2015             1.5           0          0           1
 06.02.2015             4.5       1.333          5           1
 06.02.2015             7.5       2.333          9           1
 06.02.2015            10.5       2.667         12           1
 06.02.2015            13.5       1.667          6           1
 06.02.2015            16.5       1.333          5           1
 06.02.2015            19.5           1          4           1
 06.02.2015            22.5           0          0           1
 07.02.2015             1.5       0.667          3           1
 07.02.2015             4.5       0.667          3           1
 07.02.2015             7.5           3         15           1
 07.02.2015            10.5       3.333         18           1
 07.02.2015            13.5       2.333          9           1
 07.02.2015            16.5       2.667         12           1
 07.02.2015            19.5       2.333          9           1
 07.02.2015            22.5       1.333          5           1
 08.02.2015             1.5           2          7           1
 08.02.2015             4.5       2.667         12           1
 08.02.2015             7.5       2.667         12           1
 08.02.2015            10.5           2          7           1
 08.02.2015            13.5       1.333          5           1
 08.02.2015            16.5       2.333          9           1
 08.02.2015            19.5           3         15           1
 08.02.2015            22.5       2.667         12           1
 09.02.2015             1.5           3         15           1
 09.02.2015             4.5       0.667          3           1
 09.02.2015             7.5           1          4           1
 09.02.2015            10.5       0.333          2           1
 09.02.2015            13.5       2.333          9           1
 09.02.2015            16.5           2          7           1
 09.02.2015            19.5           2          7           1
 09.02.2015            22.5       2.333          9           1
 10.02.2015             1.5       0.667          3           1
 10.02.2015             4.5       2.333          9           1
 10.02.2015             7.5           1          4           1
 10.02.2015            10.5       0.333          2           1
 10.02.2015            13.5           1          4           1
 10.02.2015            16.5       1.667          6           1
 10.02.2015            19.5       1.667          6           1
 10.02.2015            22.5           3         15           1
 11.02.2015             1.5       1.333          5           1
 11.02.2015             4.5           3         15           1
 11.02.2015             7.5       0.667          3           1
 11.02.2015            10.5       1.667          6           1
 11.02.2015            13.5       2.333          9           1
 11.02.2015            16.5       0.667          3           1
 11.02.2015            19.5           0          0           1
 11.02.2015            22.5       0.333          2           1
 12.02.2015             1.5       1.333          5           1
 12.02.2015             4.5       0.667          3           1
 12.02.2015             7.5           0          0           1
 12.02.2015            10.5       0.667          3           1
 12.02.2015            13.5           2          7           1
 12.02.2015            16.5       1.333          5           1
 12.02.2015            19.5       1.333          5           1
 12.02.2015            22.5           1          4           1
 13.02.2015             1.5           0          0           1
 13.02.2015             4.5           0          0           1
 13.02.2015             7.5           0          0           1
 13.02.2015            10.5           1          4           1
 13.02.2015            13.5           1          4           1
 13.02.2015            16.5       0.667          3           1
 13.02.2015            19.5       0.333          2           1
 13.02.2015            22.5       0.333          2           1
 14.02.2015             1.5           0          0           1
 14.02.2015             4.5       1.667          6           1
 14.02.2015             7.5       0.333          2           1
 14.02.2015            10.5       0.333          2           1
 14.02.2015            13.5       0.333          2           1
 14.02.2015            16.5       0.333          2           1
 14.02.2015            19.5           0          0           1
 14.02.2015            22.5           1          4           1
 15.02.2015             1.5       0.333          2           1
 15.02.2015             4.5       1.667          6           1
 15.02.2015             7.5       1.667          6           1
 15.02.2015            10.5           1          4           1
 15.02.2015            13.5           3         15           1
 15.02.2015            16.5       1.667          6           1
 15.02.2015            19.5       1.667          6           1
 15.02.2015            22.5           1          4           1
 16.02.2015             1.5           0          0           1
 16.02.2015             4.5       0.333          2           1
 16.02.2015             7.5           1          4           1
 16.02.2015            10.5           1          4           1
 16.02.2015            13.5       1.667          6           1
 16.02.2015            16.5           1          4           1
 16.02.2015            19.5       2.333          9           1
 16.02.2015            22.5       2.667         12           1
 17.02.2015             1.5       3.667         22           1
 17.02.2015             4.5       3.333         18           1
 17.02.2015             7.5       3.333         18           1
 17.02.2015            10.5       3.667         22           1
 17.02.2015            13.5           3         15           1
 17.02.2015            16.5       2.667         12           1
 17.02.2015            19.5       3.667         22           1
 17.02.2015            22.5           5         48           1
 18.02.2015             1.5           5         48           1
 18.02.2015             4.5           4         27           1
 18.02.2015             7.5       3.333         18           1
 18.02.2015            10.5       2.667         12           1
 18.02.2015            13.5           2          7           1
 18.02.2015            16.5           2          7           1
 18.02.2015            19.5       2.667         12           1
 18.02.2015            22.5           3         15           1
 19.02.2015             1.5           3         15           1
 19.02.2015             4.5       2.667         12           1
 19.02.2015             7.5       2.333          9           1
 19.02.2015            10.5       1.667          6           1
 19.02.2015            13.5       1.667          6           1
 19.02.2015            16.5       1.667          6           1
 19.02.2015            19.5       1.667          6           1
 19.02.2015            22.5       1.667          6           1
 20.02.2015             1.5       0.667          3           1
 20.02.2015             4.5       1.667          6           1
 20.02.2015             7.5       1.667          6           1
 20.02.2015            10.5       1.667          6           1
 20.02.2015            13.5       1.667          6           1
 20.02.2015            16.5       0.667          3           1
 20.02.2015            19.5       0.667          3           1
 20.02.2015            22.5           2          7           1
 21.02.2015             1.5       2.667         12           1
 21.02.2015             4.5       2.667         12           1
 21.02.2015             7.5           1          4           1
 21.02.2015            10.5       1.333          5           1
 21.02.2015            13.5       1.667          6           1
 21.02.2015            16.5           1          4           1
 21.02.2015            19.5           1          4           1
 21.02.2015            22.5       2.333          9           1
 22.02.2015             1.5       2.333          9           1
 22.02.2015             4.5       2.333          9           1
 22.02.2015             7.5           1          4           1
 22.02.2015            10.5       1.667          6           1
 22.02.2015            13.5       1.333          5           1
 22.02.2015            16.5       1.333          5           1
 22.02.2015            19.5       0.667          3           1
 22.02.2015            22.5       2.333          9           1
 23.02.2015             1.5           3         15           1
 23.02.2015             4.5       2.667         12           1
 23.02.2015             7.5       2.667         12           1
 23.02.2015            10.5       3.333         18           1
 23.02.2015            13.5       3.333         18           1
 23.02.2015            16.5       3.333         18           1
 23.02.2015            19.5           3         15           1
 23.02.2015            22.5       3.667         22           1
 24.02.2015             1.5       5.333         56           1
 24.02.2015             4.5       5.333         56           1
 24.02.2015             7.5           4         27           1
 24.02.2015            10.5       3.667         22           1
 24.02.2015            13.5       2.667         12           1
 24.02.2015            16.5       2.333          9           1
 24.02.2015            19.5       1.333          5           1
 24.02.2015            22.5       2.667         12           1
 25.02.2015             1.5       0.667          3           1
 25.02.2015             4.5       1.333          5           1
 25.02.2015             7.5           3         15           1
 25.02.2015            10.5           2          7           1
 25.02.2015            13.5           3         15           1
 25.02.2015            16.5       2.667         12           1
 25.02.2015            19.5           2          7           1
 25.02.2015            22.5       0.333          2           1
 26.02.2015             1.5       1.667          6           1
 26.02.2015             4.5       0.333          2           1
 26.02.2015             7.5       1.333          5           1
 26.02.2015            10.5       1.333          5           1
 26.02.2015            13.5           1          4           1
 26.02.2015            16.5           0          0           1
 26.02.2015            19.5       0.333          2           1
 26.02.2015            22.5           1          4           1
 27.02.2015             1.5           0          0           1
 27.02.2015             4.5           0          0           1
 27.02.2015             7.5       0.333          2           1
 27.02.2015            10.5       0.333          2           1
 27.02.2015            13.5       0.667          3           1
 27.02.2015            16.5           1          4           1
 27.02.2015            19.5       0.333          2           1
 27.02.2015            22.5       1.333          5           1
 28.02.2015             1.5       0.667          3           1
 28.02.2015             4.5       2.667         12           1
 28.02.2015             7.5       2.333          9           1
 28.02.2015            10.5           2          7           1
 28.02.2015            13.5           2          7           1
 28.02.2015            16.5           3         15           1
 28.02.2015            19.5       3.667         22           1
 28.02.2015            22.5           3         15           1
 01.03.2015             1.5           5         48           1
 01.03.2015             4.5           5         48           1
 01.03.2015             7.5       5.333         56           1
 01.03.2015            10.5       3.667         22           1
 01.03.2015            13.5           2          7           1
 01.03.2015            16.5       1.333          5           1
 01.03.2015            19.5       2.333          9           1
 01.03.2015            22.5       2.667         12           1
 02.03.2015             1.5           4         27           1
 02.03.2015             4.5       4.333         32           1
 02.03.2015             7.5       5.333         56           1
 02.03.2015            10.5       4.667         39           1
 02.03.2015            13.5       3.667         22           1
 02.03.2015            16.5       3.667         22           1
 02.03.2015            19.5           3         15           1
 02.03.2015            22.5           2          7           1
 03.03.2015             1.5           3         15           1
 03.03.2015             4.5           3         15           1
 03.03.2015             7.5           2          7           1
 03.03.2015            10.5           2          7           1
 03.03.2015            13.5       1.667          6           1
 03.03.2015            16.5       1.333          5           1
 03.03.2015            19.5       2.333          9           1
 03.03.2015            22.5       3.333         18           1
 04.03.2015             1.5           2          7           1
 04.03.2015             4.5       1.333          5           1
 04.03.2015             7.5       1.667          6           1
 04.03.2015            10.5       3.333         18           1
 04.03.2015            13.5           3         15           1
 04.03.2015            16.5       0.333          2           1
 04.03.2015            19.5       1.667          6           1
 04.03.2015            22.5       2.667         12           1
 05.03.2015             1.5       1.333          5           1
 05.03.2015             4.5       0.333          2           1
 05.03.2015             7.5       0.333          2           1
 05.03.2015            10.5       1.333          5           1
 05.03.2015            13.5           2          7           1
 05.03.2015            16.5       2.333          9           1
 05.03.2015            19.5       1.667          6           1
 05.03.2015            22.5       1.333          5           1
 06.03.2015             1.5       1.333          5           1
 06.03.2015             4.5       2.667         12           1
 06.03.2015             7.5       3.667         22           1
 06.03.2015            10.5           2          7           1
 06.03.2015            13.5       1.667          6           1
 06.03.2015            16.5       1.667          6           1
 06.03.2015            19.5           2          7           1
 06.03.2015            22.5           3         15           1
 07.03.2015             1.5       3.667         22           1
 07.03.2015             4.5       4.333         32           1
 07.03.2015             7.5       3.333         18           1
 07.03.2015            10.5       3.333         18           1
 07.03.2015            13.5           3         15           1
 07.03.2015            16.5       3.667         22           1
 07.03.2015            19.5       3.333         18           1
 07.03.2015            22.5       3.667         22           1
 08.03.2015             1.5       2.667         12           1
 08.03.2015             4.5       2.333          9           1
 08.03.2015             7.5       2.667         12           1
 08.03.2015            10.5           3         15           1
 08.03.2015            13.5       3.667         22           1
 08.03.2015            16.5           2          7           1
 08.03.2015            19.5       1.667          6           1
 08.03.2015            22.5       0.333          2           1
 09.03.2015             1.5       3.333         18           1
 09.03.2015             4.5       2.333          9           1
 09.03.2015             7.5       0.333          2           1
 09.03.2015            10.5           0          0           1
 09.03.2015            13.5       0.667          3           1
 09.03.2015            16.5           1          4           1
 09.03.2015            19.5       0.333          2           1
 09.03.2015            22.5           1          4           1
 10.03.2015             1.5       1.333          5           1
 10.03.2015             4.5       1.333          5           1
 10.03.2015             7.5       1.667          6           1
 10.03.2015            10.5       1.333          5           1
 10.03.2015            13.5       0.667          3           1
 10.03.2015            16.5       0.333          2           1
 10.03.2015            19.5           1          4           1
 10.03.2015            22.5       0.333          2           1
 11.03.2015             1.5       0.333          2           1
 11.03.2015             4.5           3         15           1
 11.03.2015             7.5       2.667         12           1
 11.03.2015            10.5       1.667          6           1
 11.03.2015            13.5       2.333          9           1
 11.03.2015            16.5       2.667         12           1
 11.03.2015            19.5       2.333          9           1
 11.03.2015            22.5           1          4           1
 12.03.2015             1.5       1.667          6           1
 12.03.2015             4.5       3.333         18           1
 12.03.2015             7.5       2.333          9           1
 12.03.2015            10.5       2.333          9           1
 12.03.2015            13.5       2.333          9           1
 12.03.2015            16.5           2          7           1
 12.03.2015            19.5       0.667          3           1
 12.03.2015            22.5           0          0           1
 13.03.2015             1.5           1          4           1
 13.03.2015             4.5       0.333          2           1
 13.03.2015             7.5       0.333          2           1
 13.03.2015            10.5       1.667          6           1
 13.03.2015            13.5       3.333         18           1
 13.03.2015            16.5           2          7           1
 13.03.2015            19.5           1          4           1
 13.03.2015            22.5           1          4           1
 14.03.2015             1.5       0.333          2           1
 14.03.2015             4.5       2.333          9           1
 14.03.2015             7.5       1.667          6           1
 14.03.2015            10.5       1.333          5           1
 14.03.2015            13.5       1.667          6           1
 14.03.2015            16.5       0.667          3           1
 14.03.2015            19.5       0.333          2           1
 14.03.2015            22.5       2.333          9           1
 15.03.2015             1.5           2          7           1
 15.03.2015             4.5           2          7           1
 15.03.2015             7.5       2.667         12           1
 15.03.2015            10.5       1.333          5           1
 15.03.2015            13.5       1.333          5           1
 15.03.2015            16.5       1.333          5           1
 15.03.2015            19.5           2          7           1
 15.03.2015            22.5           1          4           1
 16.03.2015             1.5       1.667          6           1
 16.03.2015             4.5       3.333         18           1
 16.03.2015             7.5       3.667         22           1
 16.03.2015            10.5           3         15           1
 16.03.2015            13.5       2.667         12           1
 16.03.2015            16.5       2.667         12           1
 16.03.2015            19.5       1.333          5           1
 16.03.2015            22.5       0.333          2           1
 17.03.2015             1.5           2          7           1
 17.03.2015             4.5       4.667         39           1
 17.03.2015             7.5       5.667         67           1
 17.03.2015            10.5       5.333         56           1
 17.03.2015            13.5       7.667        179           1
 17.03.2015            16.5       7.667        179           1
 17.03.2015            19.5       7.333        154           1
 17.03.2015            22.5       7.667        179           1
 18.03.2015             1.5           6         80           1
 18.03.2015             4.5       4.667         39           1
 18.03.2015             7.5       4.333         32           1
 18.03.2015            10.5       4.333         32           1
 18.03.2015            13.5       5.333         56           1
 18.03.2015            16.5       5.333         56           1
 18.03.2015            19.5       4.667         39           1
 18.03.2015            22.5       4.667         39           1
 19.03.2015             1.5       4.333         32           1
 19.03.2015             4.5           4         27           1
 19.03.2015             7.5       3.667         22           1
 19.03.2015            10.5           5         48           1
 19.03.2015            13.5       4.333         32           1
 19.03.2015            16.5           3         15           1
 19.03.2015            19.5       2.333          9           1
 19.03.2015            22.5       3.667         22           1
 20.03.2015             1.5       4.667         39           1
 20.03.2015             4.5           3         15           1
 20.03.2015             7.5       4.667         39           1
 20.03.2015            10.5           3         15           1
 20.03.2015            13.5       2.667         12           1
 20.03.2015            16.5       2.333          9           1
 20.03.2015            19.5       3.333         18           1
 20.03.2015            22.5       4.333         32           1
 21.03.2015             1.5           4         27           1
 21.03.2015             4.5       2.667         12           1
 21.03.2015             7.5       3.333         18           1
 21.03.2015            10.5       2.667         12           1
 21.03.2015            13.5       2.333          9           1
 21.03.2015            16.5       1.667          6           1
 21.03.2015            19.5       1.667          6           1
 21.03.2015            22.5       1.333          5           1
 22.03.2015             1.5       2.333          9           1
 22.03.2015             4.5       3.333         18           1
 22.03.2015             7.5       6.333         94           1
 22.03.2015            10.5       4.667         39           1
 22.03.2015            13.5       3.333         18           1
 22.03.2015            16.5           1          4           1
 22.03.2015            19.5           1          4           1
 22.03.2015            22.5           1          4           1
 23.03.2015             1.5       3.667         22           1
 23.03.2015             4.5       4.333         32           1
 23.03.2015             7.5       2.333          9           1
 23.03.2015            10.5           3         15           1
 23.03.2015            13.5       3.667         22           1
 23.03.2015            16.5           3         15           1
 23.03.2015            19.5       2.667         12           1
 23.03.2015            22.5       3.667         22           1
 24.03.2015             1.5       1.667          6           1
 24.03.2015             4.5       1.333          5           1
 24.03.2015             7.5       1.333          5           1
 24.03.2015            10.5       2.333          9           1
 24.03.2015            13.5       3.333         18           1
 24.03.2015            16.5       3.667         22           1
 24.03.2015            19.5       1.667          6           1
 24.03.2015            22.5           2          7           1
 25.03.2015             1.5           2          7           1
 25.03.2015             4.5       2.333          9           1
 25.03.2015             7.5       2.667         12           1
 25.03.2015            10.5       3.333         18           1
 25.03.2015            13.5       3.667         22           1
 25.03.2015            16.5       2.667         12           1
 25.03.2015            19.5       3.333         18           1
 25.03.2015            22.5           2          7           1
 26.03.2015             1.5       2.333          9           1
 26.03.2015             4.5       1.333          5           1
